page_number,section_id,indicator,region_name,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023
59,5.6,Overnights of foreigners in hotels (nights),Zaqatala rayonu,749.0,840.0,103.0,90.0,161.0,235.0
60,5.6,Overnights of foreigners in hotels (nights),Cəbrayıl rayonu,,,,,,
60,5.6,Overnights of foreigners in hotels (nights),Kəlbəcər rayonu,,,,,,
60,5.6,Overnights of foreigners in hotels (nights),Qubadlı rayonu,,,,,,
60,5.6,Overnights of foreigners in hotels (nights),Laçın rayonu,,,,,,
60,5.6,Overnights of foreigners in hotels (nights),Zəngilan rayonu,,,,,,
60,5.6,Overnights of foreigners in hotels (nights),rayonu,1162.0,462.0,276.0,32.0,455.0,520.0
60,5.6,Overnights of foreigners in hotels (nights),Şirvan şəhəri,33.0,23.0,,12.0,,
60,5.6,Overnights of foreigners in hotels (nights),Biləsuvar rayonu,586.0,252.0,74.0,20.0,63.0,114.0
60,5.6,Overnights of foreigners in hotels (nights),Hacıqabul rayonu,,,,,,
60,5.6,Overnights of foreigners in hotels (nights),Neftçala rayonu,,,,,,
60,5.6,Overnights of foreigners in hotels (nights),Salyan rayonu,543.0,187.0,202.0,,392.0,406.0
60,5.6,Overnights of foreigners in hotels (nights),Ölkə üzrə - c ə m i,1.0,749.0,475.0,1.0,919.0,765.0
60,5.6,Overnights of foreigners in hotels (nights),Bakı şəhəri,1.0,142.0,200.0,1.0,199.0,151.0
60,5.6,Overnights of foreigners in hotels (nights),Binəqədi rayonu,3.0,836.0,3.0,821.0,1.0,198.0
60,5.6,Overnights of foreigners in hotels (nights),Xətai rayonu,15.0,127.0,16.0,611.0,3.0,101.0
60,5.6,Overnights of foreigners in hotels (nights),Xəzər rayonu,48.0,815.0,39.0,561.0,32.0,238.0
60,5.6,Overnights of foreigners in hotels (nights),Qaradağ rayonu,328.0,302.0,224.0,383.0,774.0,1.0
60,5.6,Overnights of foreigners in hotels (nights),Nərimanov rayonu,49.0,275.0,73.0,17.0,23.0,812.0
60,5.6,Overnights of foreigners in hotels (nights),Nəsimi rayonu,430.0,192.0,459.0,47.0,154.0,693.0
60,5.6,Overnights of foreigners in hotels (nights),Nizami rayonu,7.0,592.0,11.0,413.0,2.0,502.0
60,5.6,Overnights of foreigners in hotels (nights),Pirallahı rayonu,,,,,,
60,5.6,Overnights of foreigners in hotels (nights),Sabunçu rayonu,38.0,562.0,41.0,947.0,12.0,487.0
60,5.6,Overnights of foreigners in hotels (nights),Səbail rayonu,366.0,918.0,388.0,435.0,150.0,714.0
60,5.6,Overnights of foreigners in hotels (nights),Suraxanı rayonu,,,,,283.0,817.0
60,5.6,Overnights of foreigners in hotels (nights),Yasamal rayonu,181.0,555.0,164.0,997.0,15.0,958.0
60,5.6,Overnights of foreigners in hotels (nights),Respublikası,61.0,170.0,64.0,282.0,16.0,320.0
60,5.6,Overnights of foreigners in hotels (nights),rayonu,15.0,190.0,15.0,608.0,5.0,786.0
60,5.6,Overnights of foreigners in hotels (nights),Sumqayıt şəhəri,8.0,809.0,6.0,976.0,2.0,594.0
60,5.6,Overnights of foreigners in hotels (nights),Abşeron rayonu,6.0,139.0,7.0,540.0,2.0,711.0
60,5.6,Overnights of foreigners in hotels (nights),Xızı rayonu,242.0,1.0,92.0,481.0,471.0,670.0
60,5.6,Overnights of foreigners in hotels (nights),rayonu,26.0,988.0,31.0,744.0,9.0,505.0
60,5.6,Overnights of foreigners in hotels (nights),Ağsu rayonu,1.0,191.0,945.0,508.0,554.0,693.0
60,5.6,Overnights of foreigners in hotels (nights),İsmayıllı rayonu,8.0,304.0,9.0,179.0,633.0,3.0
60,5.6,Overnights of foreigners in hotels (nights),Qobustan rayonu,,,,,,
60,5.6,Overnights of foreigners in hotels (nights),Şamaxı rayonu,17.0,493.0,21.0,620.0,8.0,364.0
60,5.6,Overnights of foreigners in hotels (nights),rayonu,31.0,323.0,52.0,635.0,15.0,358.0
60,5.6,Overnights of foreigners in hotels (nights),Gəncə şəhəri,13.0,635.0,15.0,186.0,6.0,131.0
61,5.7,Accommodated persons in hotels (persons),Naftalan şəhəri,15.0,829.0,35.0,878.0,9.0,121.0
61,5.7,Accommodated persons in hotels (persons),Daşkəsən rayonu,10.0,5.0,5.0,,,595.0
61,5.7,Accommodated persons in hotels (persons),Goranboy rayonu,740.0,903.0,71.0,363.0,789.0,1.0
61,5.7,Accommodated persons in hotels (persons),Göygöl rayonu,1.0,109.0,663.0,30.0,640.0,1.0
61,5.7,Accommodated persons in hotels (persons),Samux rayonu,,,,,,
61,5.7,Accommodated persons in hotels (persons),rayonu,2.0,652.0,5.0,235.0,4.0,175.0
61,5.7,Accommodated persons in hotels (persons),Xankəndi şəhəri,,,,,,
61,5.7,Accommodated persons in hotels (persons),Ağcabədi rayonu,236.0,1.0,856.0,1.0,997.0,5.0
61,5.7,Accommodated persons in hotels (persons),Ağdam rayonu,,,,,,
61,5.7,Accommodated persons in hotels (persons),Ağdərə rayonu,,,,,,
61,5.7,Accommodated persons in hotels (persons),Bərdə rayonu,1.0,632.0,2.0,212.0,1.0,727.0
61,5.7,Accommodated persons in hotels (persons),Füzuli rayonu,,,,,,
61,5.7,Accommodated persons in hotels (persons),Xocalı rayonu,,,,,,
61,5.7,Accommodated persons in hotels (persons),Xocavənd rayonu,,,,,,
61,5.7,Accommodated persons in hotels (persons),Şuşa rayonu,,,,996.0,16.0,640.0
61,5.7,Accommodated persons in hotels (persons),Tərtər rayonu,784.0,1.0,167.0,451.0,733.0,705.0
61,5.7,Accommodated persons in hotels (persons),rayonu,25.0,545.0,26.0,30.0,7.0,765.0
61,5.7,Accommodated persons in hotels (persons),Ağstafa rayonu,6.0,896.0,3.0,87.0,2.0,100.0
61,5.7,Accommodated persons in hotels (persons),Gədəbəy rayonu,990.0,1.0,115.0,264.0,799.0,948.0
61,5.7,Accommodated persons in hotels (persons),Qazax rayonu,693.0,1.0,616.0,185.0,297.0,784.0
61,5.7,Accommodated persons in hotels (persons),Şəmkir rayonu,6.0,504.0,6.0,761.0,3.0,900.0
61,5.7,Accommodated persons in hotels (persons),Tovuz rayonu,10.0,462.0,13.0,451.0,1.0,316.0
61,5.7,Accommodated persons in hotels (persons),rayonu,153.0,406.0,193.0,454.0,84.0,67.0
61,5.7,Accommodated persons in hotels (persons),Xaçmaz rayonu,27.0,771.0,28.0,165.0,4.0,303.0
61,5.7,Accommodated persons in hotels (persons),Quba rayonu,65.0,728.0,66.0,870.0,26.0,232.0
61,5.7,Accommodated persons in hotels (persons),Qusar rayonu,59.0,378.0,68.0,228.0,35.0,892.0
61,5.7,Accommodated persons in hotels (persons),Siyəzən rayonu,,,,,,
61,5.7,Accommodated persons in hotels (persons),Şabran rayonu,529.0,30.0,191.0,17.0,640.0,57.0
61,5.7,Accommodated persons in hotels (persons),rayonu,35.0,438.0,56.0,288.0,33.0,946.0
61,5.7,Accommodated persons in hotels (persons),Astara rayonu,4.0,942.0,3.0,253.0,1.0,858.0
61,5.7,Accommodated persons in hotels (persons),Cəlilabad rayonu,978.0,1.0,1.0,566.0,1.0,638.0
61,5.7,Accommodated persons in hotels (persons),Lerik rayonu,1.0,834.0,3.0,622.0,,1.0
61,5.7,Accommodated persons in hotels (persons),Lənkəran rayonu,18.0,970.0,35.0,661.0,27.0,555.0
61,5.7,Accommodated persons in hotels (persons),Masallı rayonu,8.0,714.0,12.0,751.0,3.0,967.0
61,5.7,Accommodated persons in hotels (persons),Yardımlı rayonu,,,,,34.0,267.0
61,5.7,Accommodated persons in hotels (persons),rayonu,13.0,812.0,22.0,491.0,10.0,187.0
61,5.7,Accommodated persons in hotels (persons),Mingəçevir şəhəri,8.0,327.0,17.0,25.0,6.0,184.0
61,5.7,Accommodated persons in hotels (persons),Ağdaş rayonu,709.0,745.0,509.0,520.0,476.0,485.0
61,5.7,Accommodated persons in hotels (persons),Göyçay rayonu,2.0,485.0,2.0,980.0,1.0,119.0
61,5.7,Accommodated persons in hotels (persons),Kürdəmir rayonu,1.0,908.0,1.0,458.0,2.0,329.0
61,5.7,Accommodated persons in hotels (persons),Ucar rayonu,,,,,,
61,5.7,Accommodated persons in hotels (persons),Yevlax rayonu,,,,,,
61,5.7,Accommodated persons in hotels (persons),Zərdab rayonu,383.0,283.0,46.0,,,135.0
62,5.7,Accommodated persons in hotels (persons),rayonu,4.0,946.0,5.0,666.0,3.0,812.0
62,5.7,Accommodated persons in hotels (persons),Beyləqan rayonu,2.0,511.0,2.0,794.0,1.0,938.0
62,5.7,Accommodated persons in hotels (persons),İmişli rayonu,790.0,421.0,372.0,297.0,274.0,791.0
62,5.7,Accommodated persons in hotels (persons),Saatlı rayonu,208.0,195.0,88.0,109.0,,309.0
62,5.7,Accommodated persons in hotels (persons),Sabirabad rayonu,1.0,437.0,2.0,256.0,1.0,414.0
62,5.7,Accommodated persons in hotels (persons),rayonu,229.0,500.0,238.0,85.0,74.0,364.0
62,5.7,Accommodated persons in hotels (persons),Balakən rayonu,1.0,672.0,2.0,598.0,755.0,781.0
62,5.7,Accommodated persons in hotels (persons),Qax rayonu,14.0,51.0,23.0,99.0,5.0,509.0
62,5.7,Accommodated persons in hotels (persons),Qəbələ rayonu,192.0,529.0,186.0,431.0,58.0,116.0
62,5.7,Accommodated persons in hotels (persons),Oğuz rayonu,1.0,478.0,2.0,277.0,1.0,67.0
62,5.7,Accommodated persons in hotels (persons),Şəki rayonu,12.0,312.0,15.0,598.0,3.0,324.0
62,5.7,Accommodated persons in hotels (persons),Zaqatala rayonu,7.0,458.0,8.0,82.0,5.0,593.0
62,5.7,Accommodated persons in hotels (persons),rayonu,,,,,,
62,5.7,Accommodated persons in hotels (persons),Cəbrayıl rayonu,,,,,,
62,5.7,Accommodated persons in hotels (persons),Kəlbəcər rayonu,,,,,,
62,5.7,Accommodated persons in hotels (persons),Qubadlı rayonu,,,,,,
62,5.7,Accommodated persons in hotels (persons),Laçın rayonu,,,,,,
62,5.7,Accommodated persons in hotels (persons),Zəngilan rayonu,,,,,,
62,5.7,Accommodated persons in hotels (persons),rayonu,7.0,305.0,9.0,96.0,6.0,601.0
62,5.7,Accommodated persons in hotels (persons),Şirvan şəhəri,3.0,584.0,5.0,864.0,3.0,851.0
62,5.7,Accommodated persons in hotels (persons),Biləsuvar rayonu,2.0,512.0,2.0,574.0,2.0,116.0
62,5.7,Accommodated persons in hotels (persons),Hacıqabul rayonu,,,,,,
62,5.7,Accommodated persons in hotels (persons),Neftçala rayonu,,,,,,
62,5.7,Accommodated persons in hotels (persons),Salyan rayonu,1.0,209.0,658.0,634.0,440.0,840.0
62,5.7,Accommodated persons in hotels (persons),Ölkə üzrə - c ə m i,515.0,83.0,603.0,26.0,401.0,430.0
62,5.7,Accommodated persons in hotels (persons),Bakı şəhəri,187.0,95.0,153.0,716.0,176.0,677.0
62,5.7,Accommodated persons in hotels (persons),Binəqədi rayonu,956.0,406.0,548.0,1.0,242.0,1.0
62,5.7,Accommodated persons in hotels (persons),Xətai rayonu,678.0,3.0,519.0,1.0,242.0,639.0
62,5.7,Accommodated persons in hotels (persons),Xəzər rayonu,5.0,336.0,4.0,952.0,3.0,190.0
62,5.7,Accommodated persons in hotels (persons),Qaradağ rayonu,223.0,114.0,182.0,321.0,745.0,1.0
62,5.7,Accommodated persons in hotels (persons),Nərimanov rayonu,7.0,766.0,12.0,299.0,17.0,234.0
62,5.7,Accommodated persons in hotels (persons),Nəsimi rayonu,112.0,952.0,40.0,432.0,74.0,262.0
62,5.7,Accommodated persons in hotels (persons),Nizami rayonu,2.0,763.0,7.0,245.0,2.0,50.0
62,5.7,Accommodated persons in hotels (persons),Pirallahı rayonu,,,,,,
62,5.7,Accommodated persons in hotels (persons),Sabunçu rayonu,5.0,36.0,4.0,908.0,6.0,637.0
62,5.7,Accommodated persons in hotels (persons),Səbail rayonu,42.0,222.0,48.0,541.0,68.0,34.0
62,5.7,Accommodated persons in hotels (persons),Suraxanı rayonu,,,,,283.0,817.0
62,5.7,Accommodated persons in hotels (persons),Yasamal rayonu,9.0,163.0,31.0,300.0,3.0,298.0
62,5.7,Accommodated persons in hotels (persons),Respublikası,17.0,513.0,18.0,197.0,6.0,665.0
62,5.7,Accommodated persons in hotels (persons),rayonu,12.0,183.0,13.0,676.0,5.0,609.0
62,5.7,Accommodated persons in hotels (persons),Sumqayıt şəhəri,8.0,124.0,6.0,617.0,2.0,511.0
62,5.7,Accommodated persons in hotels (persons),Abşeron rayonu,3.0,861.0,6.0,1.0,2.0,619.0
63,5.8,Accommodated country citizens in hotels (persons),Xızı rayonu,198.0,1.0,58.0,479.0,471.0,670.0
63,5.8,Accommodated country citizens in hotels (persons),rayonu,23.0,720.0,28.0,516.0,9.0,115.0
63,5.8,Accommodated country citizens in hotels (persons),Ağsu rayonu,1.0,191.0,945.0,508.0,554.0,693.0
63,5.8,Accommodated country citizens in hotels (persons),İsmayıllı rayonu,8.0,133.0,8.0,799.0,548.0,3.0
63,5.8,Accommodated country citizens in hotels (persons),Qobustan rayonu,,,,,,
63,5.8,Accommodated country citizens in hotels (persons),Şamaxı rayonu,14.0,396.0,18.0,772.0,8.0,59.0
63,5.8,Accommodated country citizens in hotels (persons),rayonu,17.0,341.0,32.0,701.0,11.0,666.0
63,5.8,Accommodated country citizens in hotels (persons),Gəncə şəhəri,8.0,826.0,10.0,314.0,5.0,595.0
63,5.8,Accommodated country citizens in hotels (persons),Naftalan şəhəri,6.0,656.0,20.0,816.0,5965.0,15.0
63,5.8,Accommodated country citizens in hotels (persons),Daşkəsən rayonu,10.0,5.0,5.0,,,595.0
63,5.8,Accommodated country citizens in hotels (persons),Goranboy rayonu,740.0,903.0,71.0,363.0,789.0,1.0
63,5.8,Accommodated country citizens in hotels (persons),Göygöl rayonu,1.0,109.0,663.0,30.0,640.0,957.0
63,5.8,Accommodated country citizens in hotels (persons),Samux rayonu,,,,,,
63,5.8,Accommodated country citizens in hotels (persons),rayonu,2.0,652.0,5.0,235.0,4.0,175.0
63,5.8,Accommodated country citizens in hotels (persons),Xankəndi şəhəri,,,,,,
63,5.8,Accommodated country citizens in hotels (persons),Ağcabədi rayonu,236.0,1.0,856.0,1.0,997.0,5.0
63,5.8,Accommodated country citizens in hotels (persons),Ağdam rayonu,,,,,,
63,5.8,Accommodated country citizens in hotels (persons),Ağdərə rayonu,,,,,,
63,5.8,Accommodated country citizens in hotels (persons),Bərdə rayonu,1.0,632.0,2.0,212.0,1.0,727.0
63,5.8,Accommodated country citizens in hotels (persons),Füzuli rayonu,,,,,,
63,5.8,Accommodated country citizens in hotels (persons),Xocalı rayonu,,,,,,
63,5.8,Accommodated country citizens in hotels (persons),Xocavənd rayonu,,,,,,
63,5.8,Accommodated country citizens in hotels (persons),Şuşa rayonu,,,,818.0,14.0,115.0
63,5.8,Accommodated country citizens in hotels (persons),Tərtər rayonu,784.0,1.0,167.0,451.0,733.0,705.0
63,5.8,Accommodated country citizens in hotels (persons),rayonu,24.0,648.0,25.0,693.0,7.0,702.0
63,5.8,Accommodated country citizens in hotels (persons),Ağstafa rayonu,6.0,690.0,2.0,954.0,2.0,69.0
63,5.8,Accommodated country citizens in hotels (persons),Gədəbəy rayonu,947.0,1.0,80.0,264.0,799.0,948.0
63,5.8,Accommodated country citizens in hotels (persons),Qazax rayonu,646.0,1.0,581.0,181.0,297.0,782.0
63,5.8,Accommodated country citizens in hotels (persons),Şəmkir rayonu,5.0,903.0,6.0,677.0,3.0,872.0
63,5.8,Accommodated country citizens in hotels (persons),Tovuz rayonu,10.0,462.0,13.0,401.0,1.0,316.0
63,5.8,Accommodated country citizens in hotels (persons),rayonu,87.0,811.0,129.0,699.0,61.0,616.0
63,5.8,Accommodated country citizens in hotels (persons),Xaçmaz rayonu,27.0,424.0,27.0,559.0,4.0,198.0
63,5.8,Accommodated country citizens in hotels (persons),Quba rayonu,35.0,11.0,32.0,542.0,22.0,52.0
63,5.8,Accommodated country citizens in hotels (persons),Qusar rayonu,24.0,847.0,41.0,599.0,18.0,559.0
63,5.8,Accommodated country citizens in hotels (persons),Siyəzən rayonu,,,,,,
63,5.8,Accommodated country citizens in hotels (persons),Şabran rayonu,529.0,27.0,999.0,16.0,807.0,53.0
63,5.8,Accommodated country citizens in hotels (persons),iqtisadi rayonu,32.0,89.0,53.0,359.0,33.0,479.0
63,5.8,Accommodated country citizens in hotels (persons),Astara rayonu,2.0,849.0,2.0,71.0,1.0,660.0
63,5.8,Accommodated country citizens in hotels (persons),Cəlilabad rayonu,969.0,1.0,1.0,562.0,1.0,638.0
63,5.8,Accommodated country citizens in hotels (persons),Lerik rayonu,1.0,783.0,3.0,566.0,,1.0
63,5.8,Accommodated country citizens in hotels (persons),Lənkəran rayonu,17.0,786.0,33.0,980.0,27.0,293.0
63,5.8,Accommodated country citizens in hotels (persons),Masallı rayonu,8.0,702.0,12.0,741.0,3.0,964.0
63,5.8,Accommodated country citizens in hotels (persons),Yardımlı rayonu,,,,,34.0,263.0
63,5.8,Accommodated country citizens in hotels (persons),rayonu,13.0,238.0,21.0,702.0,9.0,915.0
63,5.8,Accommodated country citizens in hotels (persons),Mingəçevir şəhəri,7.0,905.0,16.0,360.0,5.0,950.0
63,5.8,Accommodated country citizens in hotels (persons),Ağdaş rayonu,709.0,745.0,509.0,520.0,465.0,476.0
64,5.8,Accommodated country citizens in hotels (persons),Göyçay rayonu,2.0,407.0,2.0,856.0,1.0,81.0
64,5.8,Accommodated country citizens in hotels (persons),Kürdəmir rayonu,1.0,837.0,1.0,458.0,2.0,329.0
64,5.8,Accommodated country citizens in hotels (persons),Ucar rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),Yevlax rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),Zərdab rayonu,380.0,283.0,46.0,,,135.0
64,5.8,Accommodated country citizens in hotels (persons),rayonu,4.0,890.0,5.0,632.0,3.0,807.0
64,5.8,Accommodated country citizens in hotels (persons),Beyləqan rayonu,2.0,470.0,2.0,762.0,1.0,933.0
64,5.8,Accommodated country citizens in hotels (persons),İmişli rayonu,776.0,419.0,372.0,297.0,274.0,787.0
64,5.8,Accommodated country citizens in hotels (persons),Saatlı rayonu,207.0,195.0,88.0,109.0,,295.0
64,5.8,Accommodated country citizens in hotels (persons),Sabirabad rayonu,1.0,437.0,2.0,256.0,1.0,414.0
64,5.8,Accommodated country citizens in hotels (persons),rayonu,85.0,401.0,106.0,211.0,64.0,534.0
64,5.8,Accommodated country citizens in hotels (persons),Balakən rayonu,1.0,458.0,2.0,350.0,705.0,768.0
64,5.8,Accommodated country citizens in hotels (persons),Qax rayonu,13.0,443.0,21.0,519.0,5.0,432.0
64,5.8,Accommodated country citizens in hotels (persons),Qəbələ rayonu,55.0,327.0,65.0,592.0,48.0,780.0
64,5.8,Accommodated country citizens in hotels (persons),Oğuz rayonu,1.0,478.0,2.0,277.0,1.0,67.0
64,5.8,Accommodated country citizens in hotels (persons),Şəki rayonu,6.0,938.0,7.0,151.0,3.0,58.0
64,5.8,Accommodated country citizens in hotels (persons),Zaqatala rayonu,6.0,757.0,7.0,322.0,5.0,492.0
64,5.8,Accommodated country citizens in hotels (persons),rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),Cəbrayıl rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),Kəlbəcər rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),Qubadlı rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),Laçın rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),Zəngilan rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),rayonu,6.0,502.0,8.0,689.0,6.0,470.0
64,5.8,Accommodated country citizens in hotels (persons),Şirvan şəhəri,3.0,568.0,5.0,850.0,3.0,851.0
64,5.8,Accommodated country citizens in hotels (persons),Biləsuvar rayonu,2.0,129.0,2.0,357.0,2.0,55.0
64,5.8,Accommodated country citizens in hotels (persons),Hacıqabul rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),Neftçala rayonu,,,,,,
64,5.8,Accommodated country citizens in hotels (persons),Salyan rayonu,805.0,482.0,564.0,440.0,718.0,728.0
64,5.8,Accommodated country citizens in hotels (persons),Ölkə üzrə - c ə m i,1.0,234.0,392.0,1.0,316.0,739.0
64,5.8,Accommodated country citizens in hotels (persons),Bakı şəhəri,955.0,105.0,1.0,45.0,435.0,220.0
64,5.8,Accommodated country citizens in hotels (persons),Binəqədi rayonu,2.0,880.0,3.0,415.0,650.0,1.0
64,5.8,Accommodated country citizens in hotels (persons),Xətai rayonu,14.0,449.0,13.0,92.0,1.0,859.0
64,5.8,Accommodated country citizens in hotels (persons),Xəzər rayonu,43.0,479.0,34.0,609.0,29.0,48.0
64,5.8,Accommodated country citizens in hotels (persons),Qaradağ rayonu,105.0,188.0,42.0,62.0,29.0,73.0
64,5.8,Accommodated country citizens in hotels (persons),Nərimanov rayonu,41.0,509.0,60.0,718.0,6.0,578.0
64,5.8,Accommodated country citizens in hotels (persons),Nəsimi rayonu,317.0,240.0,418.0,615.0,80.0,431.0
64,5.8,Accommodated country citizens in hotels (persons),Nizami rayonu,4.0,829.0,4.0,168.0,452.0,253.0
65,5.9,Accommodated foreigners in hotels (persons),Pirallahı rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Sabunçu rayonu,33.0,526.0,37.0,39.0,5.0,850.0
65,5.9,Accommodated foreigners in hotels (persons),Səbail rayonu,324.0,696.0,339.0,894.0,82.0,680.0
65,5.9,Accommodated foreigners in hotels (persons),Suraxanı rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Yasamal rayonu,172.0,392.0,133.0,697.0,12.0,660.0
65,5.9,Accommodated foreigners in hotels (persons),Respublikası,43.0,657.0,46.0,85.0,9.0,655.0
65,5.9,Accommodated foreigners in hotels (persons),rayonu,3.0,7.0,1.0,932.0,177.0,246.0
65,5.9,Accommodated foreigners in hotels (persons),Sumqayıt şəhəri,685.0,359.0,83.0,5.0,361.0,540.0
65,5.9,Accommodated foreigners in hotels (persons),Abşeron rayonu,2.0,278.0,1.0,539.0,92.0,241.0
65,5.9,Accommodated foreigners in hotels (persons),Xızı rayonu,44.0,34.0,2.0,,,
65,5.9,Accommodated foreigners in hotels (persons),rayonu,3268.0,3228.0,390.0,1.0,523.0,5.0
65,5.9,Accommodated foreigners in hotels (persons),Ağsu rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),İsmayıllı rayonu,171.0,380.0,85.0,517.0,812.0,794.0
65,5.9,Accommodated foreigners in hotels (persons),Qobustan rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Şamaxı rayonu,3.0,97.0,2.0,848.0,305.0,1.0
65,5.9,Accommodated foreigners in hotels (persons),rayonu,13.0,982.0,19.0,934.0,3.0,692.0
65,5.9,Accommodated foreigners in hotels (persons),Gəncə şəhəri,4.0,809.0,4.0,872.0,536.0,678.0
65,5.9,Accommodated foreigners in hotels (persons),Naftalan şəhəri,9.0,173.0,15.0,62.0,3.0,156.0
65,5.9,Accommodated foreigners in hotels (persons),Daşkəsən rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Goranboy rayonu,,,,,,4.0
65,5.9,Accommodated foreigners in hotels (persons),Göygöl rayonu,,,,,159.0,8.0
65,5.9,Accommodated foreigners in hotels (persons),Samux rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),rayonu,,,,178.0,2.0,741.0
65,5.9,Accommodated foreigners in hotels (persons),Xankəndi şəhəri,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Ağcabədi rayonu,,,,,71.0,146.0
65,5.9,Accommodated foreigners in hotels (persons),Ağdam rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Ağdərə rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Bərdə rayonu,,,,,145.0,33.0
65,5.9,Accommodated foreigners in hotels (persons),Füzuli rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Xocalı rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Xocavənd rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Şuşa rayonu,,,,178.0,2.0,525.0
65,5.9,Accommodated foreigners in hotels (persons),Tərtər rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),rayonu,897.0,337.0,63.0,7.0,180.0,43.0
65,5.9,Accommodated foreigners in hotels (persons),Ağstafa rayonu,206.0,133.0,31.0,7.0,75.0,37.0
65,5.9,Accommodated foreigners in hotels (persons),Gədəbəy rayonu,43.0,35.0,,,,3.0
65,5.9,Accommodated foreigners in hotels (persons),Qazax rayonu,47.0,35.0,4.0,,2.0,1.0
65,5.9,Accommodated foreigners in hotels (persons),Şəmkir rayonu,601.0,84.0,28.0,,103.0,1.0
65,5.9,Accommodated foreigners in hotels (persons),Tovuz rayonu,,50.0,,,,1.0
65,5.9,Accommodated foreigners in hotels (persons),rayonu,65.0,595.0,63.0,755.0,22.0,451.0
65,5.9,Accommodated foreigners in hotels (persons),Xaçmaz rayonu,347.0,606.0,105.0,92.0,232.0,443.0
65,5.9,Accommodated foreigners in hotels (persons),Quba rayonu,30.0,717.0,34.0,328.0,4.0,180.0
65,5.9,Accommodated foreigners in hotels (persons),Qusar rayonu,34.0,531.0,26.0,629.0,17.0,333.0
65,5.9,Accommodated foreigners in hotels (persons),Siyəzən rayonu,,,,,,
65,5.9,Accommodated foreigners in hotels (persons),Şabran rayonu,,2.0,192.0,833.0,3.0,847.0
66,5.9,Accommodated foreigners in hotels (persons),iqtisadi rayonu,3.0,349.0,2.0,929.0,467.0,888.0
66,5.9,Accommodated foreigners in hotels (persons),Astara rayonu,2.0,93.0,1.0,182.0,198.0,77.0
66,5.9,Accommodated foreigners in hotels (persons),Cəlilabad rayonu,9.0,,4.0,,113.0,37.0
66,5.9,Accommodated foreigners in hotels (persons),Lerik rayonu,51.0,56.0,,,,
66,5.9,Accommodated foreigners in hotels (persons),Lənkəran rayonu,1.0,184.0,1.0,681.0,262.0,811.0
66,5.9,Accommodated foreigners in hotels (persons),Masallı rayonu,12.0,10.0,3.0,,71.0,303.0
66,5.9,Accommodated foreigners in hotels (persons),Yardımlı rayonu,,,,,,4.0
66,5.9,Accommodated foreigners in hotels (persons),rayonu,574.0,789.0,272.0,141.0,274.0,671.0
66,5.9,Accommodated foreigners in hotels (persons),Mingəçevir şəhəri,422.0,665.0,234.0,53.0,130.0,492.0
66,5.9,Accommodated foreigners in hotels (persons),Ağdaş rayonu,,,,,11.0,9.0
66,5.9,Accommodated foreigners in hotels (persons),Göyçay rayonu,78.0,124.0,38.0,88.0,133.0,128.0
66,5.9,Accommodated foreigners in hotels (persons),Kürdəmir rayonu,71.0,,,,,42.0
66,5.9,Accommodated foreigners in hotels (persons),Yevlax rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),Zərdab rayonu,3.0,,,,,
66,5.9,Accommodated foreigners in hotels (persons),rayonu,56.0,34.0,5.0,44.0,283.0,169.0
66,5.9,Accommodated foreigners in hotels (persons),Beyləqan rayonu,41.0,32.0,5.0,44.0,283.0,151.0
66,5.9,Accommodated foreigners in hotels (persons),İmişli rayonu,14.0,2.0,,,,4.0
66,5.9,Accommodated foreigners in hotels (persons),Saatlı rayonu,1.0,,,,,14.0
66,5.9,Accommodated foreigners in hotels (persons),Sabirabad rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),rayonu,144.0,99.0,131.0,874.0,9.0,830.0
66,5.9,Accommodated foreigners in hotels (persons),Balakən rayonu,214.0,248.0,50.0,13.0,86.0,262.0
66,5.9,Accommodated foreigners in hotels (persons),Qax rayonu,608.0,1.0,580.0,77.0,15.0,66.0
