rayon,year,value
Gəncə  şəhəri,2022,1531.5
Gəncə  şəhəri,2023,2654.9
Gəncə  şəhəri,2024,3654.8
Naftalan  şəhəri,2006,554.8
Naftalan  şəhəri,2008,291.1
Naftalan  şəhəri,2009,229.8
Naftalan  şəhəri,2010,161.3
Naftalan  şəhəri,2011,3556.6
Naftalan  şəhəri,2012,3850.6
Naftalan  şəhəri,2013,4116.4
Naftalan  şəhəri,2014,6799.8
Naftalan  şəhəri,2015,7474.2
Naftalan  şəhəri,2016,3839.0
Naftalan  şəhəri,2017,5624.9
Naftalan  şəhəri,2018,12295.4
Naftalan  şəhəri,2019,12423.8
Naftalan  şəhəri,2020,2891.7
Naftalan  şəhəri,2021,5145.8
Naftalan  şəhəri,2022,9310.0
Naftalan  şəhəri,2023,13940.8
Naftalan  şəhəri,2024,19796.3
Daşkəsən rayonu,2012,1.2
Daşkəsən rayonu,2013,3.7
Daşkəsən rayonu,2014,6.0
Daşkəsən rayonu,2015,5.4
Daşkəsən rayonu,2016,6.0
Daşkəsən rayonu,2017,6.7
Daşkəsən rayonu,2018,11.8
Daşkəsən rayonu,2019,18.7
Daşkəsən rayonu,2020,9.1
Daşkəsən rayonu,2021,4.9
Daşkəsən rayonu,2023,15.9
Daşkəsən rayonu,2024,67.8
Goranboy rayonu,2009,17.5
Goranboy rayonu,2010,73.3
Goranboy rayonu,2011,32.5
Goranboy rayonu,2012,65.0
Goranboy rayonu,2013,33.4
Goranboy rayonu,2014,46.3
Goranboy rayonu,2015,40.5
Goranboy rayonu,2016,48.0
Goranboy rayonu,2017,42.5
Goranboy rayonu,2018,41.9
Goranboy rayonu,2019,76.0
Goranboy rayonu,2020,13.0
Goranboy rayonu,2021,49.7
Goranboy rayonu,2022,178.6
Goranboy rayonu,2023,448.8
Goranboy rayonu,2024,342.1
Göygöl rayonu,2006,9.6
Göygöl rayonu,2007,9.7
Göygöl rayonu,2008,11.1
Göygöl rayonu,2009,78.8
Göygöl rayonu,2010,73.8
Göygöl rayonu,2011,18.3
Göygöl rayonu,2012,12.3
Göygöl rayonu,2013,43.9
Göygöl rayonu,2014,35.3
Göygöl rayonu,2015,69.0
Göygöl rayonu,2016,95.0
Göygöl rayonu,2017,126.7
Göygöl rayonu,2018,72.8
Göygöl rayonu,2019,185.0
Göygöl rayonu,2020,7.7
Göygöl rayonu,2021,200.4
Göygöl rayonu,2022,321.6
Göygöl rayonu,2023,842.5
Göygöl rayonu,2024,1260.3
Qarabağ iqtisadi rayonu,2006,9.4
Qarabağ iqtisadi rayonu,2007,12.0
Qarabağ iqtisadi rayonu,2008,15.700000000000001
Qarabağ iqtisadi rayonu,2009,7.3
Qarabağ iqtisadi rayonu,2010,8.8
Qarabağ iqtisadi rayonu,2011,10.5
Qarabağ iqtisadi rayonu,2012,11.3
Qarabağ iqtisadi rayonu,2013,76.5
Qarabağ iqtisadi rayonu,2014,130.7
Qarabağ iqtisadi rayonu,2015,126.6
Qarabağ iqtisadi rayonu,2016,78.69999999999999
Qarabağ iqtisadi rayonu,2017,87.80000000000001
Qarabağ iqtisadi rayonu,2018,119.39999999999999
Qarabağ iqtisadi rayonu,2019,242.7
Qarabağ iqtisadi rayonu,2020,247.2
