rayon,year,capacity,rooms,nights,nights_domestic,nights_foreign,guests,guests_domestic,guests_foreign,revenue,expense,employees,economic_region,area_sqkm,hotel_density,revenue_per_capacity,revenue_per_guest,expense_per_guest,avg_stay,occupancy_proxy,emp_per_capacity,foreign_tourist_ratio,domestic_tourist_ratio,profit,profit_per_capacity,foreign_night_ratio
Göyçay rayonu,2016,138.0,59.0,3400.0,3015.0,385.0,1558.0,1477.0,81.0,107.9,100.2,14.0,Central Aran,,0.0,0.7818840579710146,0.06925545571245187,0.06431322207958921,2.1822849807445444,0.06750049632717887,0.10144927536231885,0.051989730423620026,0.94801026957638,7.700000000000003,0.05579710144927538,0.11323529411764706
Gədəbəy rayonu,2016,230.0,102.0,1331.0,1277.0,54.0,722.0,699.0,23.0,94.0,72.0,16.0,Ganja-Dashkasan,,0.0,0.40869565217391307,0.13019390581717452,0.0997229916897507,1.8434903047091413,0.015854675402025016,0.06956521739130435,0.03185595567867036,0.9681440443213296,22.0,0.09565217391304348,0.0405709992486852
Gəncə  şəhəri,2016,1267.0,636.0,21556.0,12848.0,8708.0,11245.0,7004.0,4241.0,2106.0,1858.8,114.0,,,0.0,1.6621941594317284,0.18728323699421964,0.16530013339261893,1.9169408626056026,0.04661210279919127,0.08997632202052092,0.3771453979546465,0.6228546020453535,247.20000000000005,0.1951065509076559,0.4039710521432548
Gəncə-Daşkəsən iqtisadi rayonu,2016,1955.0,952.0,80923.0,46113.0,34810.0,20148.0,13456.0,6692.0,6094.0,5456.099999999999,327.0,,,0.0,3.1171355498721227,0.3024617828072265,0.27080107206670634,4.016428429620806,0.11340503801282276,0.1672634271099744,0.3321421481040302,0.6678578518959698,637.9000000000005,0.3262915601023021,0.43016200585742004
Kürdəmir rayonu,2016,234.0,130.0,28301.0,15406.0,12895.0,2947.0,2525.0,422.0,2568.7,1972.9,51.0,Central Aran,,0.0,10.977350427350427,0.8716321683067526,0.6694604682728198,9.60332541567696,0.33135464231354644,0.21794871794871795,0.14319647098744487,0.8568035290125552,595.7999999999997,2.546153846153845,0.455637609978446
Lerik rayonu,2016,95.0,39.0,627.0,627.0,,206.0,206.0,,42.2,35.6,6.0,Lankaran-Astara,1101.38591173,0.08625496203304335,0.4442105263157895,0.20485436893203884,0.17281553398058253,3.0436893203883497,0.01808219178082192,0.06315789473684211,0.0,1.0,6.600000000000001,0.06947368421052633,0.0
Lənkəran iqtisadi rayonu,2016,2984.0,1137.0,36011.0,34977.0,1034.0,17538.0,16663.0,875.0,1294.0,1131.0,284.0,,,0.0,0.4336461126005362,0.07378264340289657,0.06448853917208347,2.0533128064773636,0.03306309449484006,0.09517426273458444,0.04989166381571445,0.9501083361842856,163.0,0.05462466487935657,0.028713448668462413
Lənkəran rayonu,2016,1322.0,466.0,15593.0,15098.0,495.0,8681.0,8324.0,357.0,743.1,701.3,110.0,,,0.0,0.5621028744326778,0.0856007372422532,0.08078562377606266,1.7962216334523673,0.03231508921725074,0.0832072617246596,0.04112429443612487,0.9588757055638751,41.80000000000007,0.0316187594553707,0.03174501378823831
Masallı rayonu,2016,1148.0,441.0,12412.0,12400.0,12.0,6474.0,6462.0,12.0,318.6,242.5,125.0,Lankaran-Astara,,0.0,0.2775261324041812,0.04921223354958295,0.03745752239728143,1.9172072907012665,0.029621497780535536,0.10888501742160278,0.0018535681186283596,0.9981464318813716,76.10000000000002,0.06628919860627179,0.0009668063164679343
Mil-Muğan iqtisadi rayonu,2016,184.0,99.0,2664.0,2329.0,335.0,1053.0,1004.0,49.0,89.8,88.3,33.0,,,0.0,0.4880434782608695,0.08528015194681861,0.08385565052231718,2.52991452991453,0.039666468135795115,0.1793478260869565,0.04653371320037987,0.9534662867996201,1.5,0.008152173913043478,0.12575075075075076
Mingəçevir şəhəri,2016,695.0,249.0,15682.0,11469.0,4213.0,10083.0,7928.0,2155.0,815.2,3251.4,148.0,Central Aran,,0.0,1.17294964028777,0.08084895368441933,0.3224635525141327,1.555291084002777,0.06181925692322854,0.21294964028776978,0.21372607358920956,0.7862739264107904,-2436.2,-3.505323741007194,0.26865195765846195
Mərkəzi Aran iqtisadi rayonu,2016,1295.0,558.0,48827.0,31202.0,17625.0,15591.0,12917.0,2674.0,3539.4999999999995,5350.2,224.0,,,0.0,2.733204633204633,0.22702199987172084,0.3431595151048682,3.1317426720543904,0.10329930713492358,0.17297297297297298,0.17150920402796485,0.8284907959720351,-1810.7000000000003,-1.3982239382239385,0.360968316710017
Naftalan  şəhəri,2016,353.0,170.0,56352.0,30384.0,25968.0,6595.0,4216.0,2379.0,3839.0,3501.6,178.0,,15.57198574,22.66891364363656,10.875354107648725,0.5821076573161486,0.5309476876421532,8.544655041698256,0.43736272265124765,0.5042492917847026,0.3607278241091736,0.6392721758908264,337.4000000000001,0.9558073654390937,0.4608177172061329
Neftçala rayonu,2016,60.0,32.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizami rayonu,2016,517.0,245.0,20490.0,5392.0,15098.0,7621.0,2304.0,5317.0,1591.8,1586.4,87.0,Baku,,0.0,3.078916827852998,0.20887022700433014,0.20816165857499017,2.688623540217819,0.1085821785326303,0.16827852998065765,0.6976774701482745,0.3023225298517255,5.399999999999864,0.010444874274661245,0.736847242557345
Nərimanov rayonu,2016,1001.0,597.0,63850.0,3659.0,60191.0,33593.0,2829.0,30764.0,6636.8,7244.7,369.0,Baku,,0.0,6.63016983016983,0.19756496889232877,0.21566100080373887,1.9006935968803025,0.17475675009921585,0.36863136863136864,0.915786026850832,0.08421397314916798,-607.8999999999996,-0.6072927072927069,0.9426938136256852
Nəsimi rayonu,2016,3993.0,2651.0,351235.0,66933.0,284302.0,248647.0,36361.0,212286.0,45952.9,33016.3,1750.0,Baku,,0.0,11.508364638116705,0.18481180146955323,0.13278382606667286,1.4125849095303784,0.24099365670745723,0.438266967192587,0.853764573873805,0.14623542612619497,12936.599999999999,3.239819684447783,0.8094352783748772
Oğuz rayonu,2016,138.0,62.0,1650.0,1502.0,148.0,1495.0,1347.0,148.0,70.7,68.3,22.0,Sheki-Zagatala,,0.0,0.5123188405797101,0.04729096989966555,0.04568561872909699,1.1036789297658862,0.03275759380583681,0.15942028985507245,0.09899665551839465,0.9010033444816054,2.4000000000000057,0.01739130434782613,0.08969696969696969
Qarabağ iqtisadi rayonu,2016,206.0,96.0,2174.0,2174.0,,1968.0,1968.0,,78.69999999999999,74.50000000000001,15.0,,,0.0,0.38203883495145624,0.03998983739837398,0.03785569105691058,1.1046747967479675,0.02891341933767788,0.07281553398058252,0.0,1.0,4.199999999999974,0.020388349514562983,0.0
Qaradağ rayonu,2016,435.0,325.0,1850.0,800.0,184655.0,32820.0,158.0,142.0,86.5,86.5,15.0,Baku,,0.0,0.19885057471264367,0.002635588056063376,0.002635588056063376,0.056368068251066425,0.011651708392379154,0.034482758620689655,0.004326630103595369,0.004814137720901889,0.0,0.0,99.81351351351351
Qax rayonu,2016,611.0,255.0,13678.0,12973.0,705.0,3719.0,3506.0,213.0,552.9,356.0,38.0,Sheki-Zagatala,,0.0,0.9049099836333878,0.14866899704221564,0.09572465716590481,3.677870395267545,0.061332197385826064,0.062193126022913256,0.05727346060769024,0.9427265393923098,196.89999999999998,0.3222585924713584,0.05154262319052493
Qazax rayonu,2016,216.0,102.0,5254.0,4670.0,584.0,1926.0,1799.0,127.0,347.0,216.8,23.0,Gazakh-Tovuz,,0.0,1.6064814814814814,0.1801661474558671,0.11256490134994808,2.727933541017653,0.06664129883307965,0.10648148148148148,0.06593977154724819,0.9340602284527518,130.2,0.6027777777777777,0.11115340692805481
Qazax-Tovuz iqtisadi rayonu,2016,956.0,523.0,33020.0,31007.0,2013.0,21183.0,20350.0,833.0,2594.0,2251.8,141.0,,1818.350328,0.5257512731617029,2.713389121338912,0.12245668696596328,0.10630222348109333,1.5587971486569419,0.09462944918897231,0.14748953974895398,0.03932398621536137,0.9606760137846386,342.1999999999998,0.3579497907949789,0.06096305269533616
Quba rayonu,2016,1581.0,633.0,37079.0,29903.0,7176.0,31332.0,24455.0,6877.0,2965.0,2581.5,304.0,Guba-Khachmaz,,0.0,1.87539531941809,0.09463168645474275,0.08239180390654921,1.1834226988382484,0.06425446006948957,0.1922833649588868,0.21948806332184348,0.7805119366781565,383.5,0.24256799493991144,0.19353272741983332
Quba-Xaçmaz iqtisadi rayonu,2016,9572.0,3846.0,219552.0,191491.0,28061.0,82998.0,64619.0,18379.0,29353.899999999998,30915.4,1460.0,,,0.0,3.0666422900125365,0.35366996795103495,0.37248367430540497,2.6452685606882094,0.0628408199714922,0.1525282072712077,0.22143907082098363,0.7785609291790163,-1561.5000000000036,-0.1631320518178023,0.12781026818248067
Qusar rayonu,2016,1721.0,910.0,70495.0,50223.0,20272.0,34700.0,23324.0,11376.0,21662.6,22498.0,855.0,Guba-Khachmaz,,0.0,12.58721673445671,0.6242824207492795,0.6483573487031701,2.031556195965418,0.11222369918731544,0.49680418361417783,0.3278386167146974,0.6721613832853026,-835.4000000000015,-0.48541545613015774,0.28756649407759416
Qəbələ rayonu,2016,2319.0,1091.0,300335.0,89956.0,210379.0,165225.0,49339.0,115886.0,9588.3,9399.1,835.0,,,0.0,4.134670116429495,0.0580317748524739,0.056886669692843096,1.8177333938568618,0.35482346547578963,0.3600689952565761,0.7013829626267212,0.2986170373732789,189.1999999999989,0.08158689090125007,0.7004811294054972
Saatlı rayonu,2016,27.0,16.0,,,,,,,,,3.0,Mil-Mughan,,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
Sabirabad rayonu,2016,6.0,4.0,5.0,5.0,,5.0,5.0,,42.5,40.9,4.0,Mil-Mughan,1466.33041279,0.004091847204194412,7.083333333333333,8.5,8.18,1.0,0.00228310502283105,0.6666666666666666,0.0,1.0,1.6000000000000014,0.2666666666666669,0.0
Sabunçu rayonu,2016,374.0,285.0,51583.0,5518.0,46065.0,9817.0,1385.0,8432.0,9281.3,4873.5,177.0,Baku,,0.0,24.816310160427804,0.9454313945197106,0.49643475603544873,5.254456554955689,0.37786975313163873,0.4732620320855615,0.8589182031170418,0.14108179688295813,4407.799999999999,11.785561497326201,0.8930267723862513
Salyan rayonu,2016,142.0,88.0,485.0,452.0,33.0,363.0,348.0,15.0,26.7,25.8,7.0,,1916.78295505,0.07408246177580177,0.1880281690140845,0.07355371900826446,0.07107438016528926,1.3360881542699725,0.00935751495273008,0.04929577464788732,0.04132231404958678,0.9586776859504132,0.8999999999999986,0.006338028169014074,0.06804123711340206
Sumqayıt şəhəri,2016,390.0,183.0,6141.0,2576.0,3564.0,2348.0,1534.0,814.0,709.0,647.9,77.0,Absheron,,0.0,1.817948717948718,0.30195911413969334,0.27593696763202724,2.61541737649063,0.04314014752370917,0.19743589743589743,0.34667802385008517,0.6533219761499148,61.10000000000002,0.15666666666666673,0.5803615046409379
Səbail rayonu,2016,3911.0,2335.0,393654.0,52324.0,341330.0,282912.0,47325.0,235587.0,87511.6,64708.6,1684.0,Baku,,0.0,22.37576067501918,0.30932445424725713,0.22872341929645967,1.3914362063115033,0.2757617257962263,0.430580414216313,0.8327218357651849,0.16727816423481506,22803.000000000007,5.8304781385834845,0.8670812439350293
Tovuz rayonu,2016,246.0,191.0,17074.0,16631.0,443.0,11380.0,11185.0,195.0,1597.0,1110.8,50.0,Gazakh-Tovuz,1818.350328,0.13528746150395282,6.491869918699187,0.14033391915641477,0.09760984182776801,1.5003514938488576,0.19015480565764561,0.2032520325203252,0.017135325131810195,0.9828646748681898,486.20000000000005,1.9764227642276424,0.025945882628558042
Tərtər rayonu,2016,30.0,15.0,520.0,520.0,,372.0,372.0,,10.1,9.9,2.0,Karabakh,,0.0,0.33666666666666667,0.0271505376344086,0.026612903225806454,1.3978494623655915,0.047488584474885846,0.06666666666666667,0.0,1.0,0.1999999999999993,0.006666666666666643,0.0
Xaçmaz rayonu,2016,6220.0,2282.0,110461.0,109848.0,613.0,15851.0,15725.0,126.0,4629.7,5752.7,291.0,Guba-Khachmaz,,0.0,0.7443247588424436,0.29207620970285786,0.3629234748596303,6.968708598826573,0.04865480332995639,0.046784565916398714,0.007949025298088448,0.9920509747019115,-1123.0,-0.1805466237942122,0.005549469948669666
Xızı rayonu,2016,148.0,53.0,860.0,840.0,20.0,790.0,770.0,20.0,202.0,347.1,20.0,Absheron,,0.0,1.364864864864865,0.25569620253164554,0.439367088607595,1.0886075949367089,0.015920029618659754,0.13513513513513514,0.02531645569620253,0.9746835443037974,-145.10000000000002,-0.9804054054054056,0.023255813953488372
Xətai rayonu,2016,786.0,422.0,28487.0,2563.0,25924.0,11667.0,1159.0,10508.0,1595.2,1334.9,100.0,Baku,,0.0,2.0295165394402037,0.13672752207079797,0.11441673095054428,2.441673095054427,0.09929589738227194,0.1272264631043257,0.9006599811433958,0.0993400188566041,260.29999999999995,0.3311704834605597,0.9100291360971672
Xəzər rayonu,2016,610.0,350.0,212234.0,27579.0,1050.0,300.0,3187.0,29633.0,8432.3,3281.4,245.0,Baku,,0.0,13.823442622950818,28.107666666666663,10.938,707.4466666666667,0.953218055243656,0.4016393442622951,98.77666666666667,10.623333333333333,5150.9,8.444098360655737,0.004947369413006398
Yardımlı rayonu,2016,30.0,21.0,,,,,,,,,2.0,Lankaran-Astara,,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
Yasamal rayonu,2016,1285.0,901.0,91107.0,13270.0,77837.0,56324.0,7892.0,48432.0,15482.6,24042.5,814.0,Baku,,0.0,12.048715953307394,0.27488459626446987,0.426860663305163,1.6175520204530929,0.19424764138372155,0.6334630350194552,0.8598821106455508,0.14011788935444927,-8559.9,-6.661400778210116,0.8543470863929226
Yevlax rayonu,2016,173.0,87.0,,,,,,,,,2.0,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.011560693641618497,0.0,0.0,0.0,0.0,0.0
Zaqatala rayonu,2016,377.0,170.0,6113.0,5703.0,410.0,5596.0,5263.0,333.0,233.9,220.7,60.0,Sheki-Zagatala,,0.0,0.6204244031830239,0.04179771265189421,0.03943888491779843,1.0923874195854182,0.044424257839468045,0.15915119363395225,0.05950679056468906,0.9404932094353109,13.200000000000017,0.03501326259946954,0.06707017830852283
Zərdab rayonu,2016,20.0,11.0,653.0,521.0,132.0,212.0,196.0,16.0,29.2,11.7,5.0,Central Aran,,0.0,1.46,0.13773584905660377,0.055188679245283014,3.080188679245283,0.08945205479452055,0.25,0.07547169811320754,0.9245283018867925,17.5,0.875,0.20214395099540583
İmişli rayonu,2016,53.0,22.0,903.0,568.0,335.0,487.0,438.0,49.0,16.7,17.9,22.0,Mil-Mughan,,0.0,0.3150943396226415,0.034291581108829565,0.03675564681724846,1.8542094455852156,0.04667872835357974,0.41509433962264153,0.10061601642710473,0.8993839835728953,-1.1999999999999993,-0.022641509433962252,0.3709856035437431
İsmayıllı rayonu,2016,766.0,320.0,7292.0,7044.0,248.0,5746.0,5498.0,248.0,324.3,263.5,92.0,Mountainous Shirvan,,0.0,0.42336814621409924,0.056439262095370694,0.04585798816568047,1.2690567351200834,0.026081047247755642,0.12010443864229765,0.04316045945005221,0.9568395405499478,60.80000000000001,0.07937336814621411,0.034009873834339004
Şabran rayonu,2016,50.0,21.0,1517.0,1517.0,,1115.0,1115.0,,96.6,83.2,10.0,Guba-Khachmaz,,0.0,1.932,0.08663677130044843,0.0746188340807175,1.3605381165919284,0.08312328767123288,0.2,0.0,1.0,13.399999999999991,0.26799999999999985,0.0
Şamaxı rayonu,2016,841.0,366.0,17461.0,16436.0,1025.0,10191.0,9545.0,646.0,1399.1,2003.4,267.0,Mountainous Shirvan,,0.0,1.6636147443519618,0.13728780296339907,0.19658522225493083,1.7133745461681875,0.05688270649748343,0.31747919143876335,0.06338926503777843,0.9366107349622216,-604.3000000000002,-0.7185493460166471,0.058702250730198725
Şirvan şəhəri,2016,140.0,84.0,7323.0,7298.0,25.0,2143.0,2128.0,15.0,545.7,610.6,48.0,,,0.0,3.897857142857143,0.25464302379841347,0.28492767148856746,3.417172188520765,0.143307240704501,0.34285714285714286,0.006999533364442371,0.9930004666355576,-64.89999999999998,-0.4635714285714284,0.0034139014065273795
Şirvan-Salyan iqtisadi rayonu,2016,444.0,249.0,9585.0,9194.0,391.0,3996.0,3720.0,276.0,592.4000000000001,647.8,61.0,,1916.78295505,0.23163811991870414,1.3342342342342344,0.14824824824824828,0.1621121121121121,2.3986486486486487,0.05914476119955572,0.1373873873873874,0.06906906906906907,0.9309309309309309,-55.399999999999864,-0.12477477477477447,0.04079290558163798
Şəki rayonu,2016,808.0,320.0,10883.0,7439.0,3444.0,9265.0,6172.0,3093.0,715.8,790.1,115.0,,,0.0,0.8858910891089108,0.0772584997301673,0.0852779276848354,1.1746357258499731,0.036901532619015326,0.14232673267326731,0.3338370210469509,0.6661629789530491,-74.30000000000007,-0.09195544554455454,0.31645685932187817
Şəki-Zaqatala iqtisadi rayonu,2016,4469.0,1997.0,334704.0,119501.0,215203.0,186564.0,66822.0,119742.0,11291.699999999999,11450.400000000001,1091.0,,,0.0,2.526672633698814,0.06052453849617289,0.0613751849231363,1.794043866983984,0.20519070491697752,0.2441262027299172,0.6418280054029716,0.35817199459702836,-158.70000000000255,-0.03551130006712968,0.6429651273961471
Şəmkir rayonu,2016,132.0,66.0,3981.0,3501.0,480.0,2613.0,2393.0,220.0,461.0,794.9,42.0,Gazakh-Tovuz,,0.0,3.492424242424242,0.17642556448526597,0.3042097206276311,1.5235361653272101,0.08262764632627646,0.3181818181818182,0.08419441255262151,0.9158055874473785,-333.9,-2.5295454545454543,0.12057272042200452
Abşeron iqtisadi rayonu,2017,876.0,464.0,18828.0,12940.0,5888.0,9332.0,6824.0,2508.0,1664.7,1518.8000000000002,200.0,,,0.0,1.9003424657534247,0.17838619802828976,0.16275182168881272,2.017573939134162,0.0588853443422781,0.228310502283105,0.2687526789541363,0.7312473210458637,145.89999999999986,0.16655251141552496,0.3127257276396856
Abşeron rayonu,2017,318.0,212.0,11126.0,8454.0,2672.0,6040.0,4335.0,1705.0,768.4,542.4,106.0,Absheron,,0.0,2.4163522012578618,0.1272185430463576,0.08980132450331126,1.8420529801324503,0.09585594899629533,0.3333333333333333,0.28228476821192056,0.7177152317880795,226.0,0.710691823899371,0.24015818802804242
Astara rayonu,2017,293.0,116.0,7387.0,4780.0,2607.0,5390.0,3125.0,2265.0,271.8,196.1,34.0,Lankaran-Astara,461.5057835,0.6348782842501475,0.9276450511945393,0.05042671614100186,0.0363821892393321,1.3705009276437847,0.06907288793304969,0.11604095563139932,0.4202226345083488,0.5797773654916512,75.70000000000002,0.2583617747440274,0.3529172871260322
Ağcabədi rayonu,2017,60.0,30.0,415.0,415.0,,415.0,415.0,,8.4,4.8,2.0,Karabakh,,0.0,0.14,0.02024096385542169,0.011566265060240964,1.0,0.018949771689497717,0.03333333333333333,0.0,1.0,3.6000000000000005,0.06000000000000001,0.0
Ağdaş rayonu,2017,35.0,22.0,842.0,842.0,,842.0,842.0,,18.7,14.5,4.0,Central Aran,,0.0,0.5342857142857143,0.022209026128266033,0.0172209026128266,1.0,0.06590998043052837,0.11428571428571428,0.0,1.0,4.199999999999999,0.11999999999999998,0.0
Ağstafa rayonu,2017,153.0,70.0,20916.0,19362.0,1554.0,8859.0,8530.0,329.0,451.8,80.6,11.0,Gazakh-Tovuz,,0.0,2.9529411764705884,0.050998984083982395,0.009098092335478045,2.3609888249238065,0.37453666398066077,0.0718954248366013,0.037137374421492265,0.9628626255785078,371.20000000000005,2.4261437908496735,0.07429718875502007
Ağsu rayonu,2017,81.0,45.0,1200.0,1200.0,,1200.0,1200.0,,12.0,11.6,5.0,Mountainous Shirvan,,0.0,0.14814814814814814,0.01,0.009666666666666667,1.0,0.04058853373921867,0.06172839506172839,0.0,1.0,0.40000000000000036,0.004938271604938276,0.0
Bakı şəhəri,2017,14861.0,9496.0,1579679.0,222113.0,1357566.0,905271.0,128892.0,776379.0,216879.1,157617.7,5080.0,,,0.0,14.593842944620148,0.23957367462340007,0.17411106729366124,1.7449791277970905,0.2912245253504392,0.34183433147163717,0.85762053572908,0.14237946427092,59261.399999999994,3.987712805329385,0.8593935856588586
Balakən rayonu,2017,208.0,95.0,2515.0,2328.0,187.0,1517.0,1389.0,128.0,342.3,550.1,22.0,Sheki-Zagatala,,0.0,1.645673076923077,0.22564271588661833,0.3626235992089651,1.6578773895847068,0.03312697576396206,0.10576923076923077,0.08437705998681608,0.9156229400131839,-207.8,-0.9990384615384615,0.07435387673956262
Beyləqan rayonu,2017,76.0,46.0,1544.0,1544.0,,411.0,411.0,,29.7,26.9,4.0,Mil-Mughan,,0.0,0.3907894736842105,0.07226277372262774,0.06545012165450122,3.75669099756691,0.05565969718817592,0.05263157894736842,0.0,1.0,2.8000000000000007,0.036842105263157905,0.0
Biləsuvar rayonu,2017,102.0,45.0,1670.0,1324.0,346.0,1578.0,1234.0,344.0,22.6,13.1,6.0,,,0.0,0.2215686274509804,0.01432192648922687,0.008301647655259823,1.0583016476552598,0.044856298683857106,0.058823529411764705,0.21799746514575413,0.7820025348542459,9.500000000000002,0.0931372549019608,0.20718562874251498
Binəqədi rayonu,2017,1108.0,581.0,2563.0,787.0,1776.0,1423.0,501.0,922.0,161.3,173.9,44.0,Baku,,0.0,0.14557761732851987,0.11335207308503163,0.12220660576247365,1.8011243851018974,0.00633747094604619,0.039711191335740074,0.6479269149683766,0.3520730850316233,-12.599999999999994,-0.011371841155234652,0.6929379633242294
Bərdə rayonu,2017,116.0,51.0,1750.0,1750.0,,1530.0,1530.0,,73.9,64.3,9.0,Karabakh,,0.0,0.6370689655172415,0.048300653594771245,0.04202614379084967,1.1437908496732025,0.041332073689182805,0.07758620689655173,0.0,1.0,9.600000000000009,0.08275862068965524,0.0
Cəlilabad rayonu,2017,126.0,67.0,2149.0,2100.0,49.0,744.0,712.0,32.0,33.4,31.9,9.0,Lankaran-Astara,,0.0,0.2650793650793651,0.04489247311827957,0.042876344086021506,2.888440860215054,0.046727549467275496,0.07142857142857142,0.043010752688172046,0.956989247311828,1.5,0.011904761904761904,0.02280130293159609
Dağlıq Şirvan iqtisadi rayonu,2017,1688.0,731.0,37268.0,34328.0,2940.0,24042.0,22283.0,1759.0,2298.5,2075.2,355.0,,,0.0,1.3616706161137442,0.09560352716080193,0.08631561434156891,1.5501206222444057,0.060488216581185486,0.2103080568720379,0.07316363031361783,0.9268363696863822,223.30000000000018,0.13228672985782,0.07888805409466566
